date,gross_return,transaction_cost,net_return,turnover,strategy_id,target_beta,hedge_notional,hedge_turnover,hedge_transaction_cost
2018-02-06,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-07,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-08,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-09,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-12,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-13,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-14,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-15,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-16,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-20,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-21,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-22,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-23,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-26,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-27,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-02-28,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-01,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-02,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-05,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-06,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-07,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-08,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-09,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-12,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-13,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-14,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-15,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-16,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-19,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-20,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-21,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-22,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-23,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-26,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-27,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-28,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-03-29,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-02,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-03,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-04,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-05,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-06,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-09,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-10,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-11,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-12,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-13,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-16,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-17,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-18,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-19,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-20,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-23,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-24,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-25,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-26,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-27,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-04-30,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-01,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-02,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-03,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-04,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-07,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-08,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-09,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-10,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-11,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-14,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-15,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-16,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-17,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-18,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-21,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-22,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-23,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-24,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-25,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-29,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-30,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-05-31,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-01,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-04,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-05,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-06,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-07,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-08,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-11,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-12,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-13,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-14,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-15,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-18,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-19,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-20,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-21,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-22,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-25,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-26,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-27,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-28,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-06-29,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-02,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-03,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-05,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-06,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-09,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-10,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-11,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-12,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-13,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-16,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-17,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-18,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-19,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-20,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-23,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-24,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-25,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-26,0.0,0.0,0.0,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-27,-0.006309167458604117,0.0005,-0.006809167458604118,1.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-30,-0.0032858360674517667,0.0,-0.0032858360674517667,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-07-31,0.00024815712263084877,0.0,0.00024815712263084877,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-01,-0.000784452290261764,0.0,-0.000784452290261764,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-02,0.002781432054273697,0.0,0.002781432054273697,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-03,0.0017627961849554924,0.0,0.0017627961849554924,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-06,-0.0007011786391800112,0.0,-0.0007011786391800112,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-07,-0.0029044958126858283,0.0,-0.0029044958126858283,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-08,-0.0028197161835731843,0.0,-0.0028197161835731843,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-09,-0.00013131739699225042,0.0,-0.00013131739699225042,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-10,0.006160736213149415,0.0,0.006160736213149415,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-13,0.004010065427194051,0.0,0.004010065427194051,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-14,0.00018628603133916122,0.0,0.00018628603133916122,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-15,-0.0005095066115527319,0.0,-0.0005095066115527319,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-16,-0.002093685553212987,0.0,-0.002093685553212987,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-17,-0.0009307788040648635,0.0,-0.0009307788040648635,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-20,0.0030100445477238974,0.0,0.0030100445477238974,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-21,0.000271468301955069,0.0,0.000271468301955069,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-22,0.007912009858045257,0.0,0.007912009858045257,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-23,0.0008784104962123451,0.0,0.0008784104962123451,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-24,0.0023560922139961686,0.0009615384615384615,0.001394553752457707,1.923076923076923,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-27,0.00017248122585764242,0.0,0.00017248122585764242,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-28,-0.0009669555444101796,0.0,-0.0009669555444101796,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-29,-0.002091007183331683,0.0,-0.002091007183331683,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-30,0.0002637220637188211,0.0,0.0002637220637188211,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-08-31,0.001057317881480105,0.0,0.001057317881480105,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-04,0.005223389125688449,0.0,0.005223389125688449,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-05,0.0002689194132851707,0.0,0.0002689194132851707,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-06,-0.0036989628643495517,0.0,-0.0036989628643495517,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-07,0.0027903452102111623,0.0,0.0027903452102111623,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-10,-0.0009865423037874704,0.0,-0.0009865423037874704,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-11,-0.002713389174784184,0.0,-0.002713389174784184,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-12,-0.0022112323145170097,0.0,-0.0022112323145170097,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-13,2.60960102753501e-05,0.0,2.60960102753501e-05,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-14,-0.003351981399005777,0.0,-0.003351981399005777,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-17,0.0008120950513424469,0.0,0.0008120950513424469,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-18,-0.001694740015876994,0.0,-0.001694740015876994,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-19,-0.00869802883271397,0.0,-0.00869802883271397,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-20,-0.0037354998954508513,0.0,-0.0037354998954508513,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-21,0.000937590959090428,0.0,0.000937590959090428,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-24,0.0033769222468051706,0.0,0.0033769222468051706,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-25,0.002057142185709742,0.0,0.002057142185709742,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-26,0.0009019861863941137,0.0,0.0009019861863941137,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-27,-0.0005671362024418519,0.0,-0.0005671362024418519,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-09-28,-0.004598894384954071,0.0,-0.004598894384954071,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-01,0.0006480374841785763,0.0,0.0006480374841785763,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-02,0.0004632733288478968,0.0,0.0004632733288478968,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-03,0.001369848730722259,0.0,0.001369848730722259,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-04,-0.0037582956547830876,0.0,-0.0037582956547830876,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-05,-0.007120257647732246,0.0,-0.007120257647732246,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-08,-0.004792764084617344,0.0,-0.004792764084617344,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-09,-0.005073072562479788,0.0,-0.005073072562479788,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-10,0.0017221581016613372,0.0,0.0017221581016613372,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-11,0.0015557122521558473,0.0,0.0015557122521558473,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-12,-0.0007710769530712149,0.0,-0.0007710769530712149,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-15,-0.0025709818183841156,0.0,-0.0025709818183841156,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-16,0.0027000398127655784,0.0,0.0027000398127655784,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-17,-0.0004216752227167099,0.0,-0.0004216752227167099,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-18,-0.009306960553702287,0.0,-0.009306960553702287,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-19,-0.005265482026808171,0.0,-0.005265482026808171,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-22,-0.0034032235480801944,0.0,-0.0034032235480801944,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-23,0.000324783055426697,0.0,0.000324783055426697,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-24,-0.009836242010933829,0.0,-0.009836242010933829,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-25,0.005846829259995044,0.0,0.005846829259995044,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-26,0.0016495923725192711,0.0,0.0016495923725192711,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-29,-0.008561938050315049,0.0,-0.008561938050315049,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-30,0.011244619971972653,0.0,0.011244619971972653,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-10-31,0.008695030106010318,0.0,0.008695030106010318,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-01,0.005990763651356901,0.0,0.005990763651356901,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-02,-0.0008255824124662149,0.0,-0.0008255824124662149,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-05,-0.0031079912390476047,0.0,-0.0031079912390476047,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-06,0.011354734944592104,0.0,0.011354734944592104,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-07,-0.0011674287853151123,0.0,-0.0011674287853151123,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-08,-0.003687365553156804,0.0,-0.003687365553156804,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-09,0.002456626777987533,0.0,0.002456626777987533,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-12,-0.0015080838067051533,0.0007647058823529412,-0.0022727896890580943,1.5294117647058825,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-13,0.004484161507704584,0.0,0.004484161507704584,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-14,-0.0032810874348062264,0.0,-0.0032810874348062264,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-15,0.0005616864785466193,0.0,0.0005616864785466193,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-16,-0.0005007471455439501,0.0,-0.0005007471455439501,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-19,-0.005906882868568409,0.0,-0.005906882868568409,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-20,0.003379986518958842,0.0,0.003379986518958842,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-21,0.0011532162259221363,0.0,0.0011532162259221363,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-23,0.004675766783991433,0.0,0.004675766783991433,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-26,-0.0037965720541518902,0.0,-0.0037965720541518902,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-27,0.0012592025548527174,0.0,0.0012592025548527174,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-28,0.0017079453302713968,0.0,0.0017079453302713968,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-29,-0.001403568581030993,0.0,-0.001403568581030993,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-11-30,0.0038543792939354006,0.0,0.0038543792939354006,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-03,-0.0014698218841616114,0.0,-0.0014698218841616114,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-04,-0.0040900069545600605,0.0,-0.0040900069545600605,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-06,0.0003852095041263655,0.0,0.0003852095041263655,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-07,-0.0038142783940276976,0.0,-0.0038142783940276976,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-10,-0.005623674876905107,0.0,-0.005623674876905107,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-11,0.0013793728167920388,0.0,0.0013793728167920388,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-12,0.0017776470095222322,0.0,0.0017776470095222322,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-13,-0.005093464497580384,0.0,-0.005093464497580384,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-14,-0.0009259459758742417,0.0,-0.0009259459758742417,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-17,-0.00024442715837340117,0.0,-0.00024442715837340117,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-18,0.003214148964533213,0.0,0.003214148964533213,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-19,0.002325862607111647,0.0,0.002325862607111647,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-20,0.0028196567006276707,0.0,0.0028196567006276707,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
2018-12-21,-0.0061365593763269295,0.0,-0.0061365593763269295,0.0,CASH_FLOW_INFLECTION_CONTINUATION,,,,
