strategy_id,date,ticker,side,target_weight
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ADBE,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,AEIS,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,AFL,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ALNT,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,AMD,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,APA,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ARCB,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ARTV,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,AYI,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,BLK,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,BLSH,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,BRBR,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,BRO,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,BV,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,CABO,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,COP,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,COST,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,CRM,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,CRVS,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,DOCS,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,EFOR,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ENS,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,EPD,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ERNA,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,EXP,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,F,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,FCEL,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,FIG,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,FIVN,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,FLEX,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,FLOC,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,FTRE,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,FUL,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,GE,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,GM,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,GNW,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,HALO,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,HAS,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,HLF,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,HLI,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,HMN,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,IBM,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,INTC,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,IRT,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ISRG,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,LC,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,LLY,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,LUNR,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,MDT,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,MGTX,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,MPLT,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,MSFT,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,MU,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,NPKI,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,NUTX,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,NUVL,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,NVDA,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,NVEC,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,OBE,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ODFL,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ONDS,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,OPTX,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,ORCL,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,PBF,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,PDS,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,PGR,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,PHAT,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,PRVA,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,QCOM,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,RDW,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,RJF,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,SBUX,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,SHLS,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,SLS,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,STRO,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,SW,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,TDOC,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,TOST,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,TSN,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,UPST,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,VAC,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,VICR,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,VPG,SHORT,-0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,WLFC,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,WMT,LONG,0.011627906976744186
RESIDUAL_SHORT_TERM_REVERSAL,2026-06-01,XOM,LONG,0.011627906976744186
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,AEIS,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,ARCB,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,ARTV,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,AUGO,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,BDC,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,BELFB,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,BIOA,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,BLSH,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,BMO,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,BRO,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CABO,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CADL,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CAT,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CBZ,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CDE,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CHH,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CHRW,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CPNG,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CRM,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,CRVS,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,DE,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,DFH,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,DMRA,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,DOCS,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,DXPE,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,ECVT,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,EFOR,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,ERNA,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,EVLV,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,EXPO,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,F,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,FABC,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,FCEL,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,FIG,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,FIVN,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,FLEX,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,FTRE,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,FUL,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,GEN,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,GSBC,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,HAS,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,HD,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,HMN,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,HON,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,HRB,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,IBM,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,LEG,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,LGN,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,LIFE,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,LUNR,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,LXU,LONG,0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,M,SHORT,-0.011363636363636364
VOLUME_PRICE_DIVERGENCE_REVERSAL,2026-05-22,MEOH,LONG,0.011363636363636364
